-1,0.0,-3.454,62,0.0739526688907,0.427752723155,0.35,0.35,3.23
-1,0.005,-0.884,90,0.0590713053234,0.573928761069,0.51,0.51,4.42
-1,0.003,-0.203,36,0.254737926889,0.203229377381,-0.05,0.05,-0.42
-1,0.0,0.318,33,0.84501576077,0.00446368777154,-0.84,0.84,-10.25
-1,0.0,-2.345,55,0.108113897617,0.589040698556,0.48,0.48,3.56
-1,0.394,0.927,53,0.0747870901855,0.735062315772,0.66,0.66,5.10
-1,1.0,7.393,86,0.841625616168,0.0740029738073,-0.77,0.77,-6.06
1,1.0,4.639,63,0.847147885836,0.0664583395878,-0.78,0.78,-6.28
1,0.997,2.891,52,0.928226038394,0.0182204625598,-0.91,0.91,-9.44
-1,0.001,1.006,57,0.14141732617,0.716956578635,0.58,0.58,3.94
-1,0.026,1.872,68,0.298531447482,0.695697736232,0.40,0.40,2.43
-1,0.0,-0.398,57,0.647199943848,0.0626438353955,-0.58,0.58,-4.78
-1,0.017,0.643,68,0.75396449571,0.126813217938,-0.63,0.63,-4.40
1,1.0,4.432,61,0.861508807172,0.0624081127524,-0.80,0.80,-6.55
1,1.0,4.509,63,0.99482344478,0.00152628286439,-0.99,0.99,-16.94
-1,0.0,-0.87,59,0.564451960493,0.12132286272,-0.44,0.44,-3.23
1,1.0,5.906,98,0.675420377822,0.153474630382,-0.52,0.52,-3.52
1,0.998,2.61,98,0.453268778241,0.14968233458,-0.30,0.30,-2.24
1,1.0,9.111,98,0.763975162623,0.0835007220381,-0.68,0.68,-5.15
1,1.0,5.046,69,0.882699900216,0.0544735508836,-0.83,0.83,-7.03
1,1.0,9.343,100,0.791069066186,0.0616636908637,-0.73,0.73,-5.85
1,1.0,9.873,100,0.808083406437,0.0812479247205,-0.73,0.73,-5.57
1,1.0,7.82,100,0.752149629069,0.0730822324434,-0.68,0.68,-5.27
1,1.0,9.343,100,0.791069066186,0.0738787531859,-0.72,0.72,-5.57
1,0.963,1.503,63,0.742472088691,0.0933219440465,-0.65,0.65,-4.81
1,0.001,0.45,96,0.630911298009,0.125325616078,-0.51,0.51,-3.58
1,1.0,7.844,99,0.762166685379,0.0753267471057,-0.69,0.69,-5.30
1,1.0,9.407,98,0.759351879246,0.0975324632486,-0.66,0.66,-4.87
-1,0.758,2.199,76,0.73461406449,0.0708833295021,-0.66,0.66,-5.18
-1,0.758,1.092,75,0.696658461857,0.0639751853318,-0.63,0.63,-5.07
-1,0.156,1.345,49,0.47426454555,0.0223580241496,-0.45,0.45,-5.30
-1,0.952,3.666,79,0.708872216004,0.287684754728,-0.42,0.42,-2.59
-1,0.842,0.177,96,0.304489096608,0.670789434335,0.37,0.37,2.22
-1,0.166,0.842,69,0.75214210761,0.145148198484,-0.61,0.61,-4.16
-1,0.0,-0.505,58,0.140840110517,0.773399149113,0.63,0.63,4.38
-1,0.0,-0.666,45,0.164653831476,0.111504536813,-0.05,0.05,-0.65
1,1.0,3.513,98,0.520622535399,0.151574200751,-0.37,0.37,-2.60
-1,0.995,3.648,89,0.671279289397,0.0485291806053,-0.62,0.62,-5.32
-1,1.0,4.328,84,0.569207634598,0.110391736333,-0.46,0.46,-3.41
-1,0.796,0.593,82,0.589040698556,0.32417557883,-0.26,0.26,-1.58
1,1.0,8.591,97,0.998261512922,0.000928769468599,-1.00,1.00,-19.24
-1,1.0,3.062,97,0.603101362118,0.389699246569,-0.21,0.21,-1.25
-1,1.0,6.059,100,0.684230794098,0.11939236796,-0.56,0.56,-4.00
-1,0.002,1.22,100,0.429643278274,0.177909550695,-0.25,0.25,-1.80
-1,1.0,9.343,100,0.824935563951,0.0612893001632,-0.76,0.76,-6.17
-1,1.0,5.169,100,0.597022785292,0.202872008254,-0.39,0.39,-2.54
-1,1.0,7.82,100,0.784397007253,0.0548370071496,-0.73,0.73,-5.97
-1,0.003,1.293,46,0.834318545923,0.0603979569467,-0.77,0.77,-6.29
1,1.0,7.0,73,0.987261826156,0.00591082419257,-0.98,0.98,-13.67
1,1.0,6.06,73,0.974149983527,0.0117517865869,-0.96,0.96,-11.63
1,0.98,1.438,85,0.715395315689,0.0259018729039,-0.69,0.69,-6.56
-1,0.0,-0.254,59,0.440149868428,0.137681807348,-0.30,0.30,-2.30
-1,0.0,-0.14,59,0.213655579947,0.549152004812,0.34,0.34,2.16
-1,0.289,1.688,61,0.779042248739,0.0600492632184,-0.72,0.72,-5.79
-1,0.356,1.078,79,0.543432377818,0.100699947561,-0.44,0.44,-3.41
-1,0.0,-0.35,46,0.11565195338,0.684271849178,0.57,0.57,4.05
-1,1.0,3.093,70,0.697222983811,0.0289429102884,-0.67,0.67,-6.27
1,1.0,7.957,85,0.998011978737,0.00105991135682,-1.00,1.00,-18.85
-1,0.001,-0.293,55,0.170162740975,0.474454289314,0.30,0.30,2.14
1,1.0,3.503,93,0.91107505284,0.0465112993097,-0.86,0.86,-7.71
1,1.0,1.513,93,0.466190933608,0.00482690405131,-0.46,0.46,-7.49
1,0.972,1.43,97,0.8289213514,0.00225720038794,-0.83,0.83,-11.06
1,1.0,9.607,97,0.998201619028,0.000987889212106,-1.00,1.00,-19.10
1,1.0,2.189,98,0.75243550024,0.0476615636221,-0.70,0.70,-5.92
1,0.954,2.07,98,0.781351629994,0.0296352721615,-0.75,0.75,-6.87
1,1.0,7.835,98,0.911940985393,0.0393031740004,-0.87,0.87,-7.98
1,1.0,9.661,99,0.934437999932,0.0331318574083,-0.90,0.90,-8.70
1,1.0,9.605,99,0.929991344377,0.0190800880155,-0.91,0.91,-9.42
-1,0.0,-3.4,52,0.204352261957,0.211466222022,0.01,0.01,0.06
-1,0.0,-0.531,59,0.0220646168724,0.701853911422,0.68,0.68,6.71
-1,0.577,2.569,71,0.123479515879,0.689602454727,0.57,0.57,3.98
-1,0.258,0.967,65,0.338723885681,0.527608894429,0.19,0.19,1.12
-1,0.062,-0.151,57,0.55915978829,0.152265434729,-0.41,0.41,-2.82
-1,0.0,-1.502,74,0.644751698416,0.102004331593,-0.54,0.54,-4.00
-1,0.34,0.356,61,0.919008414978,0.00256763509555,-0.92,0.92,-12.11
1,1.0,5.359,76,0.820164786309,0.0520567921312,-0.77,0.77,-6.38
1,0.963,1.918,71,0.527165889046,0.0426145301726,-0.48,0.48,-4.65
1,0.999,1.838,78,0.769818889686,0.119429385331,-0.65,0.65,-4.62
1,1.0,3.507,83,0.608371234674,0.0984506373572,-0.51,0.51,-3.83
1,0.998,0.265,83,0.583372126717,0.0883296005925,-0.50,0.50,-3.85
1,0.94,0.028,90,0.328676925515,0.137688691611,-0.19,0.19,-1.62
1,1.0,5.179,90,0.716720021998,0.0853341971816,-0.63,0.63,-4.76
1,1.0,4.472,61,0.864598536016,0.0482842431658,-0.82,0.82,-6.98
1,0.998,2.337,61,0.760309265641,0.125020194341,-0.64,0.64,-4.47
-1,0.003,-0.55,56,0.706833601036,0.037772649366,-0.67,0.67,-5.94
1,0.513,1.268,82,0.658329311136,0.160879442313,-0.50,0.50,-3.33
1,1.0,7.552,98,0.994873187196,0.00151353092037,-0.99,0.99,-16.97
1,1.0,3.01,98,0.822867572101,0.00406285236129,-0.82,0.82,-10.15
-1,0.0,-1.854,59,0.311252748724,0.481889714116,0.17,0.17,1.04
-1,0.0,-1.491,62,0.218028388978,0.725060630027,0.51,0.51,3.24
-1,0.001,-0.713,64,0.551932236613,0.116064408068,-0.44,0.44,-3.23
1,1.0,3.67,86,0.654476237914,0.146204346834,-0.51,0.51,-3.47
1,0.996,3.589,86,0.607076783025,0.185466686623,-0.42,0.42,-2.76
1,1.0,4.695,86,0.0576393375963,0.0585865576706,0.00,0.00,0.02
-1,0.014,0.472,56,0.2210956203,0.734048629381,0.51,0.51,3.28
-1,0.0,-1.838,47,0.244913547024,0.327826753726,0.08,0.08,0.59
1,1.0,7.848,96,0.69245640221,0.0895874532051,-0.60,0.60,-4.52
-1,0.0,0.173,58,0.805203692025,0.0207931847961,-0.78,0.78,-7.60
1,0.999,0.856,99,0.70142591109,0.108218818976,-0.59,0.59,-4.27
-1,0.0,-0.541,43,0.0509184472332,0.113875446778,0.06,0.06,1.26
1,1.0,6.724,76,0.995012479193,0.00216648335438,-0.99,0.99,-16.49
1,1.0,8.531,78,0.997692665997,0.000588496252011,-1.00,1.00,-19.49
1,0.434,0.481,59,0.565542404717,0.0482166925218,-0.52,0.52,-4.68
1,0.0,-6.448,59,0.171790425755,0.247261202775,0.08,0.08,0.66
-1,0.0,-1.579,39,0.210010027375,0.140422435942,-0.07,0.07,-0.70
-1,0.0,-0.389,38,0.312281579432,0.167000244917,-0.15,0.15,-1.18
-1,0.916,0.066,40,0.661503502934,0.106905501317,-0.55,0.55,-4.03
1,0.986,0.823,97,0.413755524547,0.214477594632,-0.20,0.20,-1.37
-1,0.0,-2.05,44,0.302359068297,0.565118406933,0.26,0.26,1.58
-1,0.0,-0.003,52,0.59039705137,0.12103203698,-0.47,0.47,-3.39
-1,0.982,4.274,53,0.967654671183,0.0255136927588,-0.94,0.94,-10.16
-1,1.0,2.868,62,0.916961309584,0.0163084809957,-0.90,0.90,-9.38
1,1.0,4.131,58,0.993272730079,0.0029948533906,-0.99,0.99,-15.58
1,0.001,0.66,67,0.553518557413,0.284728267757,-0.27,0.27,-1.64
1,0.001,0.031,58,0.477825345139,0.202776680814,-0.28,0.28,-1.85
1,0.0,-2.889,48,0.266087520468,0.27232747082,0.01,0.01,0.05
-1,0.0,-0.776,56,0.743259526374,0.117392765047,-0.63,0.63,-4.44
1,1.0,1.93,97,0.510160447398,0.184312977814,-0.33,0.33,-2.20
-1,1.0,0.785,80,0.0222229442288,0.748809999406,0.73,0.73,7.04
-1,0.999,1.859,57,0.0673454456861,0.886485952161,0.82,0.82,6.76
-1,1.0,5.703,86,0.175588866923,0.00255950857963,-0.17,0.17,-6.38
1,0.145,0.11,66,0.326449504237,0.00179898978893,-0.32,0.32,-8.07
-1,0.518,3.042,56,0.869714745355,0.0253124223949,-0.84,0.84,-8.01
-1,0.814,1.948,92,0.595621428985,0.20530265967,-0.39,0.39,-2.51
1,0.287,0.305,91,0.388493049476,0.200245733325,-0.19,0.19,-1.34
1,1.0,7.642,91,0.748690199391,0.0651469364201,-0.68,0.68,-5.42
1,1.0,3.783,91,0.707293192228,0.0995664518447,-0.61,0.61,-4.45
-1,0.0,-3.403,41,0.324762867964,0.072089274819,-0.25,0.25,-2.63
-1,0.0,-0.398,42,0.154857490673,0.676197558049,0.52,0.52,3.51
-1,0.076,0.228,43,0.710270070704,0.0626851939737,-0.65,0.65,-5.20
-1,0.027,1.729,50,0.891571181698,0.049742280164,-0.84,0.84,-7.30
-1,1.0,7.169,98,0.930288989228,0.0407120972894,-0.89,0.89,-8.30
-1,0.0,-0.908,41,0.265486841695,0.207743735444,-0.06,0.06,-0.46
-1,0.0,-0.848,40,0.690727423329,0.0299582659754,-0.66,0.66,-6.18
-1,0.004,0.805,22,0.880663216722,0.00630261911146,-0.87,0.87,-10.18
-1,0.0,-0.562,31,0.0500331246453,0.296908876615,0.25,0.25,3.00
-1,0.004,0.598,61,0.126810681699,0.673787836679,0.55,0.55,3.83
-1,0.005,-1.229,13,0.660703567754,0.166029466059,-0.49,0.49,-3.29
-1,0.001,0.546,67,0.160448862642,0.482864115152,0.32,0.32,2.29
1,1.0,1.2,75,0.852186397221,0.00356382811019,-0.85,0.85,-10.65
1,1.0,3.594,85,0.881526689707,0.0518884010655,-0.83,0.83,-7.09
1,0.234,0.452,85,0.525818070314,0.0371597162858,-0.49,0.49,-4.84
-1,0.0,-0.026,62,0.77929158215,0.111842907933,-0.67,0.67,-4.81
-1,0.0,0.029,64,0.240395450791,0.477180716145,0.24,0.24,1.53
-1,0.0,0.149,71,0.540808519967,0.0591357281502,-0.48,0.48,-4.23
-1,0.0,-0.551,67,0.654260296387,0.00381910185691,-0.65,0.65,-8.95
-1,0.004,0.03,70,0.847241077229,0.0783233114991,-0.77,0.77,-6.03
1,1.0,4.355,61,0.83288475144,0.0448375195547,-0.79,0.79,-6.73
1,1.0,2.695,61,0.70291451138,0.143622061867,-0.56,0.56,-3.82
1,1.0,4.94,61,0.806517244297,0.0494313717837,-0.76,0.76,-6.32
-1,0.881,2.633,69,0.681962914625,0.0560338111448,-0.63,0.63,-5.17
1,1.0,6.693,86,0.92993554657,0.0161215240875,-0.91,0.91,-9.66
1,1.0,7.544,93,0.893642028093,0.0253359738975,-0.87,0.87,-8.34
1,0.947,0.922,92,0.458713246245,0.176045991982,-0.28,0.28,-1.99
1,1.0,1.601,90,0.444564556768,0.145199009244,-0.30,0.30,-2.24
1,1.0,9.278,90,0.732384228801,0.0725332646203,-0.66,0.66,-5.13
1,1.0,6.572,98,0.789235913232,0.00163408870008,-0.79,0.79,-11.16
-1,0.328,0.041,98,0.261738333861,0.406825879327,0.15,0.15,0.95
1,1.0,6.738,80,0.750241593242,0.0735551363181,-0.68,0.68,-5.24
1,0.999,0.733,80,0.369006876358,0.406622517232,0.04,0.04,0.23
1,1.0,3.499,80,0.470132833378,0.146966589551,-0.32,0.32,-2.36
1,1.0,4.489,79,0.722498453126,0.00281196992592,-0.72,0.72,-9.85
1,0.0,-0.145,57,0.597745620089,0.138513151664,-0.46,0.46,-3.21
-1,0.962,1.702,58,0.537826102836,0.382644086468,-0.16,0.16,-0.91
-1,0.486,1.104,82,0.612828594256,0.188409027749,-0.42,0.42,-2.77
-1,0.696,1.266,78,0.840238078934,0.00210287462763,-0.84,0.84,-11.29
-1,1.0,2.764,68,0.964418451728,0.0313773181186,-0.93,0.93,-9.71
-1,1.0,2.291,70,0.59013733381,0.212345630354,-0.38,0.38,-2.42
-1,0.023,2.07,71,0.0720928793729,0.838073058768,0.77,0.77,6.06
-1,0.311,1.505,58,0.0573753792845,0.785024775933,0.73,0.73,5.91
-1,0.009,-0.015,50,0.721444375049,0.165368328336,-0.56,0.56,-3.71
1,1.0,9.661,99,0.776677556457,0.0918140447627,-0.68,0.68,-5.10
-1,0.0,0.183,68,0.743913882631,0.112238411051,-0.63,0.63,-4.52
-1,1.0,4.035,94,0.788723076578,0.208392908082,-0.58,0.58,-3.83
-1,0.0,0.076,56,0.136280502355,0.357535722058,0.22,0.22,1.82
1,1.0,3.315,57,0.809814556597,0.0782426800206,-0.73,0.73,-5.65
1,0.034,-0.105,57,0.59884049608,0.102324105336,-0.50,0.50,-3.71
1,0.897,3.232,57,0.829095443163,0.0792799515568,-0.75,0.75,-5.82
1,1.0,3.659,56,0.882929432028,0.0543870067585,-0.83,0.83,-7.03
1,1.0,3.27,81,0.900189484036,0.00287449003384,-0.90,0.90,-11.61
-1,0.793,0.254,61,0.461187774021,0.184473399878,-0.28,0.28,-1.92
-1,0.061,-0.054,57,0.211658743869,0.538181185228,0.33,0.33,2.12
-1,0.978,2.024,66,0.474634616204,0.0440834874891,-0.43,0.43,-4.29
-1,0.0,0.056,53,0.884564363322,0.0408005384645,-0.84,0.84,-7.49
-1,0.0,0.414,52,0.665650846777,0.163181859117,-0.50,0.50,-3.35
1,1.0,4.333,57,0.992448655751,0.003698122576,-0.99,0.99,-15.11
-1,0.0,-2.304,44,0.253957080665,0.143154616295,-0.11,0.11,-1.03
1,1.0,1.627,81,0.596151768023,0.105705325946,-0.49,0.49,-3.64
-1,0.979,2.662,72,0.727479106454,0.0717979036808,-0.66,0.66,-5.11
-1,0.0,0.062,52,0.833618012609,0.0981891066519,-0.74,0.74,-5.52
-1,0.0,-1.161,39,0.255845892037,0.136189225,-0.12,0.12,-1.12
1,1.0,8.619,97,0.924844188984,0.0278030375463,-0.90,0.90,-8.75
-1,0.976,3.219,52,0.733241619825,0.00637131114078,-0.73,0.73,-8.74
-1,0.0,-0.43,57,0.517974119669,0.193273305715,-0.32,0.32,-2.17
1,1.0,6.827,67,0.99723383291,0.000704339551931,-1.00,1.00,-18.96
1,1.0,3.835,67,0.864589890074,0.131392007566,-0.73,0.73,-5.40
1,1.0,5.616,67,0.995171693926,0.00182663463944,-0.99,0.99,-16.78
1,0.715,1.387,56,0.70875171797,0.0723051443148,-0.64,0.64,-4.96
1,0.01,1.157,68,0.0917442925979,0.391511652604,0.30,0.30,2.67
1,1.0,5.505,68,0.886955914244,0.00300307054124,-0.88,0.88,-11.35
-1,0.0,0.445,94,0.40494257988,0.349825786946,-0.06,0.06,-0.34
-1,1.0,6.234,89,0.945775550225,0.0532780954206,-0.89,0.89,-8.28
-1,0.001,-0.859,42,0.756547468652,0.0826384673869,-0.67,0.67,-5.11
-1,1.0,7.895,75,0.993858933902,0.00332392156114,-0.99,0.99,-15.57
1,1.0,9.291,99,0.868350364524,0.0469980108739,-0.82,0.82,-7.06
-1,0.0,-0.504,44,0.435844391311,0.552688901974,0.12,0.12,0.68
-1,1.0,1.495,97,0.717824621155,0.278878242284,-0.44,0.44,-2.72
-1,0.0,-1.525,53,0.243360839708,0.383490665024,0.14,0.14,0.95
-1,0.94,1.709,55,0.813344922898,0.13834980254,-0.67,0.67,-4.76
1,0.999,1.571,99,0.403927448528,0.129404774549,-0.27,0.27,-2.19
1,1.0,1.361,99,0.327889046727,0.140066215546,-0.19,0.19,-1.58
1,1.0,8.309,93,0.925140186481,0.0277036806269,-0.90,0.90,-8.76
1,0.687,1.884,94,0.367375791416,0.174624032826,-0.19,0.19,-1.46
1,1.0,1.897,68,0.491958950458,0.0022888632089,-0.49,0.49,-8.72
-1,0.0,-1.729,95,0.684840030575,0.125509980208,-0.56,0.56,-3.92
-1,1.0,3.11,75,0.810324900509,0.095260503318,-0.72,0.72,-5.34
-1,1.0,2.501,53,0.851232482748,0.0890319486562,-0.76,0.76,-5.87
-1,0.892,5.487,98,0.935457092656,0.060318284239,-0.88,0.88,-7.82
-1,0.007,0.271,85,0.168361807368,0.160897140025,-0.01,0.01,-0.08
1,0.0,-5.407,73,0.339486872462,0.010933760313,-0.33,0.33,-5.54
-1,0.0,-1.033,39,0.1129183825,0.515633003538,0.40,0.40,3.06
-1,0.976,-0.302,56,0.217212313617,0.0811886353787,-0.14,0.14,-1.65
-1,0.99,1.746,51,0.845201684688,0.115890441963,-0.73,0.73,-5.38
-1,1.0,1.254,79,0.0797801940655,0.7068689436,0.63,0.63,4.80
1,1.0,7.775,99,0.704075277693,0.129482440711,-0.57,0.57,-4.00
1,1.0,7.996,99,0.683820378759,0.122134790985,-0.56,0.56,-3.96
-1,0.676,0.968,59,0.780773643669,0.0852097001587,-0.70,0.70,-5.26
-1,0.018,0.006,53,0.0937184691284,0.768657340353,0.67,0.67,5.01
1,1.0,4.456,59,0.828010039227,0.04403105934,-0.78,0.78,-6.71
1,1.0,9.608,97,0.998201619028,0.000987889212106,-1.00,1.00,-19.10
1,1.0,7.431,94,0.996057790988,0.00167636084296,-0.99,0.99,-17.20
1,1.0,2.164,93,0.85449040951,0.00234701727894,-0.85,0.85,-11.29
1,1.0,5.227,91,0.91470835703,0.00221861977371,-0.91,0.91,-12.24
-1,0.997,3.587,73,0.517223601453,0.465240873494,-0.05,0.05,-0.30
1,1.0,7.697,99,0.731915652855,0.076859976469,-0.66,0.66,-5.04
-1,0.0,-0.257,30,0.390362298723,0.553374661296,0.16,0.16,0.95
-1,0.812,0.946,46,0.821691712413,0.0782661563459,-0.74,0.74,-5.76
-1,1.0,8.28,72,0.99737345542,0.00143517282713,-1.00,1.00,-18.01
-1,0.0,-0.863,50,0.234417866949,0.141684857654,-0.09,0.09,-0.89
-1,0.045,-0.267,79,0.430873816881,0.382774207577,-0.05,0.05,-0.29
1,1.0,8.733,82,0.997822374474,0.00119236088534,-1.00,1.00,-18.55
1,1.0,8.741,83,0.823674377591,0.0758816795401,-0.75,0.75,-5.83
1,1.0,6.929,83,0.772201308997,0.0668556139935,-0.71,0.71,-5.56
1,1.0,3.786,83,0.475532523884,0.13176305596,-0.34,0.34,-2.58
-1,0.86,0.513,46,0.829568162278,0.00493101711918,-0.82,0.82,-9.94
1,1.0,3.573,52,0.996665571595,0.000718058152397,-1.00,1.00,-18.67
-1,0.0,0.01,59,0.144779989882,0.69865375697,0.55,0.55,3.78
1,0.077,0.814,47,0.79969889773,0.060451735056,-0.74,0.74,-5.96
1,0.001,0.105,56,0.667397138639,0.216637463,-0.45,0.45,-2.86
1,1.0,5.002,59,0.994425594978,0.00178874682872,-0.99,0.99,-16.60
1,1.0,6.075,59,0.996775210838,0.000646459504348,-1.00,1.00,-18.87
1,0.803,1.183,58,0.491540963019,0.179152120294,-0.31,0.31,-2.15
1,1.0,3.431,58,0.788391882442,0.0423181164393,-0.75,0.75,-6.40
1,1.0,4.97,58,0.891740596317,0.0474138926188,-0.84,0.84,-7.37
1,1.0,5.728,58,0.937826795511,0.0180895654757,-0.92,0.92,-9.68
1,0.987,0.015,58,0.213175395302,0.124073642318,-0.09,0.09,-0.94
1,0.998,1.446,58,0.63487319052,0.158224558287,-0.48,0.48,-3.21
1,1.0,4.781,58,0.858206956962,0.0345613248846,-0.82,0.82,-7.40
1,1.0,0.793,58,0.527656381366,0.111851855724,-0.42,0.42,-3.15
1,1.0,4.781,58,0.896730417498,0.0243213673547,-0.87,0.87,-8.44
1,1.0,2.956,58,0.612503881157,0.0603279359366,-0.55,0.55,-4.62
1,1.0,5.66,58,0.934886637836,0.0217165638185,-0.91,0.91,-9.34
1,1.0,4.008,58,0.812150184209,0.10253613561,-0.71,0.71,-5.24
1,1.0,5.962,58,0.91759423122,0.0404770553491,-0.88,0.88,-8.04
1,1.0,5.404,59,0.996516082971,0.00189321279795,-0.99,0.99,-17.20
1,1.0,1.158,58,0.623510296478,0.0904570614485,-0.53,0.53,-4.06
1,1.0,5.0,59,0.994425594978,0.00163188416873,-0.99,0.99,-16.74
1,1.0,2.929,58,0.882355714376,0.0687890984059,-0.81,0.81,-6.67
1,1.0,4.954,58,0.994316214178,0.00182118115888,-0.99,0.99,-16.55
1,1.0,4.378,58,0.962741822713,0.0332084804645,-0.93,0.93,-9.56
-1,1.0,4.568,90,0.0505561843375,0.776677556457,0.73,0.73,6.03
