1,1.0,5.428,34,0.789828062195,0.0874253493539,-0.70,0.70,-5.29,1
-1,0.282,-0.139,29,0.208593061332,0.451274264065,0.24,0.24,1.64,-1
1,1.0,6.037,40,0.958697199545,0.0204106184765,-0.94,0.94,-10.12,1
1,1.0,5.892,41,0.726134514238,0.120892930139,-0.61,0.61,-4.27,1
-1,0.0,-0.007,39,0.653599827081,0.0603931253034,-0.59,0.59,-4.88,-1
-1,1.0,1.864,32,0.795837706685,0.0747250426539,-0.72,0.72,-5.59,-1
-1,0.0,-4.22,42,0.235148041348,0.314340023995,0.08,0.08,0.58,-1
1,1.0,1.229,10,0.802109617725,0.0699867038482,-0.73,0.73,-5.75,1
1,1.0,5.807,39,0.840406143356,0.0700119035973,-0.77,0.77,-6.13,1
1,1.0,5.807,39,0.840406143356,0.0700119035973,-0.77,0.77,-6.13,1
-1,0.0,-1.273,27,0.158045865517,0.31412320419,0.16,0.16,1.29,-1
-1,0.011,0.81,30,0.621356678759,0.146605496068,-0.47,0.47,-3.26,-1
-1,0.0,-0.805,34,0.383103534986,0.306686262559,-0.08,0.08,-0.49,-1
-1,0.83,0.408,30,0.654927982352,0.211094368799,-0.44,0.44,-2.83,-1
-1,0.998,0.199,44,0.598038587214,0.119370879268,-0.48,0.48,-3.46,-1
-1,0.953,-0.183,32,0.663962239066,0.162473559698,-0.50,0.50,-3.35,-1
-1,0.0,-1.05,26,0.31639305291,0.556131779125,0.24,0.24,1.44,-1
-1,0.039,1.224,21,0.63965903654,0.0396244074833,-0.60,0.60,-5.43,-1
-1,0.227,-0.435,24,0.453513609479,0.33701427179,-0.12,0.12,-0.71,-1
1,0.037,0.216,38,0.45126523867,0.178247900172,-0.27,0.27,-1.92,1
1,0.997,5.414,37,0.808123811618,0.0812341137473,-0.73,0.73,-5.57,1
1,0.998,5.414,37,0.752202281385,0.0730661561207,-0.68,0.68,-5.27,1
1,1.0,4.679,36,0.831677943698,0.073089541032,-0.76,0.76,-5.97,1
1,1.0,2.241,36,0.712967101918,0.0630328033504,-0.65,0.65,-5.21,1
1,1.0,4.679,36,0.782610619333,0.0636300141092,-0.72,0.72,-5.73,1
1,1.0,3.886,36,0.975378186112,0.0104601759423,-0.96,0.96,-11.87,1
-1,0.0,-0.131,35,0.472564988362,0.084847478915,-0.39,0.39,-3.27,-1
1,0.002,-0.092,45,0.338300745342,0.190504397632,-0.15,0.15,-1.12,1
1,1.0,6.371,45,0.871272928907,0.05879432161,-0.81,0.81,-6.76,1
1,1.0,4.225,38,0.995340887495,0.00237055778312,-0.99,0.99,-16.46,1
1,1.0,4.31,39,0.810495086607,0.0560035610551,-0.75,0.75,-6.17,1
1,0.981,2.028,39,0.539458187287,0.103998375516,-0.44,0.44,-3.34,1
1,1.0,3.563,39,0.690554763056,0.120963068377,-0.57,0.57,-4.02,1
1,1.0,5.808,42,0.945463495785,0.0280557970477,-0.92,0.92,-9.23,1
1,1.0,4.029,42,0.888242933183,0.0197015099297,-0.87,0.87,-8.63,1
-1,0.981,0.257,21,0.812426362219,0.0543989732162,-0.76,0.76,-6.23,-1
1,0.982,3.25,35,0.826496166471,0.0614531612518,-0.77,0.77,-6.18,1
-1,0.002,0.904,28,0.426548159708,0.514031875941,0.09,0.09,0.51,-1
-1,0.0,-0.147,30,0.317778716019,0.454726108783,0.14,0.14,0.84,-1
-1,0.0,0.463,32,0.0426141040294,0.716354587981,0.67,0.67,5.83,-1
-1,0.0,-0.854,29,0.0748611660663,0.320388806633,0.25,0.25,2.54,-1
-1,0.975,-0.197,38,0.201831921445,0.325546490362,0.12,0.12,0.93,-1
-1,0.001,-0.171,18,0.341929740554,0.0727679258388,-0.27,0.27,-2.73,-1
-1,0.0,0.165,22,0.787635389409,0.0179106458984,-0.77,0.77,-7.67,-1
-1,0.0,-1.123,26,0.161960953594,0.433098540785,0.27,0.27,1.98,-1
-1,0.071,0.356,26,0.0403307933028,0.81750357756,0.78,0.78,6.74,-1
-1,1.0,5.163,36,0.87335776159,0.0603448301238,-0.81,0.81,-6.75,-1
1,1.0,3.417,28,0.685511502773,0.0918562889387,-0.59,0.59,-4.43,1
1,0.138,1.882,24,0.93304672407,0.0169316606239,-0.92,0.92,-9.66,1
-1,0.003,1.53,31,0.111793707879,0.778255813285,0.67,0.67,4.80,-1
-1,0.027,0.728,40,0.363949557225,0.616861964825,0.25,0.25,1.49,-1
-1,0.24,3.305,33,0.986334236075,0.00392295532417,-0.98,0.98,-14.16,-1
-1,0.066,0.927,34,0.727180901156,0.0689709415531,-0.66,0.66,-5.17,-1
1,1.0,3.052,30,0.842754150443,0.0691774732794,-0.77,0.77,-6.17,1
1,1.0,2.83,32,0.988160643318,0.00321698723087,-0.98,0.98,-14.66,1
-1,0.0,-1.258,31,0.372473270792,0.217149331179,-0.16,0.16,-1.10,-1
1,1.0,4.25,43,0.839180045656,0.00565288073024,-0.83,0.83,-9.84,1
1,0.901,1.493,43,0.814411102942,0.00625321217037,-0.81,0.81,-9.45,1
1,1.0,2.467,44,0.800627086697,0.00257094948214,-0.80,0.80,-10.61,1
1,0.999,3.545,35,0.896542123882,0.049086560429,-0.85,0.85,-7.39,1
1,1.0,5.231,45,0.871194517872,0.0381202363522,-0.83,0.83,-7.42,1
1,0.999,6.203,44,0.949613708227,0.026088517604,-0.92,0.92,-9.46,1
1,1.0,6.203,44,0.936739547154,0.0174731475885,-0.92,0.92,-9.70,1
1,1.0,5.124,44,0.966600502218,0.0135830851404,-0.95,0.95,-11.04,1
1,0.878,0.893,32,0.535448802808,0.160553188305,-0.37,0.37,-2.59,1
1,0.464,0.936,42,0.556933185761,0.134243495153,-0.42,0.42,-3.02,1
1,1.0,4.822,42,0.740470117929,0.082614505706,-0.66,0.66,-4.99,1
1,1.0,5.854,43,0.85452458981,0.0649524380002,-0.79,0.79,-6.40,1
-1,0.63,1.251,35,0.598601007782,0.131827635678,-0.47,0.47,-3.30,-1
-1,0.664,1.468,35,0.511867232036,0.16418851986,-0.35,0.35,-2.42,-1
-1,0.035,0.785,29,0.533369952949,0.0543522102102,-0.48,0.48,-4.31,-1
-1,0.997,5.122,36,0.794493876816,0.0935836116535,-0.70,0.70,-5.23,-1
-1,1.0,1.664,40,0.297851571135,0.457778425064,0.16,0.16,0.99,-1
-1,0.898,1.041,32,0.502464644866,0.221573702983,-0.28,0.28,-1.83,-1
-1,0.0,-0.364,32,0.278783439799,0.636557835644,0.36,0.36,2.18,-1
-1,0.0,-1.676,27,0.290965667462,0.209462615886,-0.08,0.08,-0.63,-1
1,1.0,2.808,43,0.596217348324,0.143108814147,-0.45,0.45,-3.14,1
-1,0.086,1.508,41,0.544427769575,0.131540564454,-0.41,0.41,-2.98,-1
-1,0.997,2.078,41,0.555570369588,0.130774606332,-0.42,0.42,-3.05,-1
-1,0.226,-0.01,37,0.635127190593,0.188446713323,-0.45,0.45,-2.91,-1
1,1.0,4.736,42,0.764181463766,0.0834256051959,-0.68,0.68,-5.15,1
-1,0.929,2.617,38,0.823608486277,0.0264267110008,-0.80,0.80,-7.43,-1
-1,1.0,3.769,37,0.578908989169,0.133606014524,-0.45,0.45,-3.16,-1
-1,0.17,1.273,37,0.583698906598,0.152070659655,-0.43,0.43,-2.97,-1
-1,1.0,4.492,36,0.99506223106,0.0013330443067,-0.99,0.99,-17.20,-1
-1,1.0,2.865,36,0.809814556597,0.00642280718897,-0.80,0.80,-9.36,-1
-1,1.0,5.443,37,0.777882340135,0.0566977926127,-0.72,0.72,-5.86,-1
-1,0.002,1.207,23,0.777859004015,0.0861780305332,-0.69,0.69,-5.21,-1
1,1.0,3.567,34,0.93534484454,0.0242572436254,-0.91,0.91,-9.18,1
1,1.0,3.567,34,0.88828734644,0.0487743850717,-0.84,0.84,-7.28,1
1,1.0,0.992,37,0.60891292609,0.0779147498998,-0.53,0.53,-4.20,1
-1,0.099,0.393,30,0.561777171334,0.180475544125,-0.38,0.38,-2.54,-1
-1,0.0,0.069,30,0.14792498379,0.566617956737,0.42,0.42,2.91,-1
-1,0.763,0.57,31,0.615247901823,0.110460200431,-0.50,0.50,-3.69,-1
-1,0.494,1.138,36,0.471436906634,0.137983660915,-0.33,0.33,-2.48,-1
-1,0.0,-0.4,21,0.129884459084,0.528607018169,0.40,0.40,2.91,-1
-1,1.0,2.094,30,0.720089333761,0.0725615581103,-0.65,0.65,-5.04,-1
1,0.998,3.976,35,0.929535760245,0.0262198112336,-0.90,0.90,-8.94,1
-1,0.0,-0.737,28,0.14222001771,0.4858866076,0.34,0.34,2.51,-1
1,1.0,3.444,36,0.73582717824,0.0259887896824,-0.71,0.71,-6.71,1
1,1.0,2.174,36,0.571609050172,0.0537769684069,-0.52,0.52,-4.55,1
1,1.0,1.054,36,0.47441159035,0.168292793176,-0.31,0.31,-2.16,1
1,1.0,5.217,36,0.784938427957,0.0890631152921,-0.70,0.70,-5.22,1
1,1.0,0.89,36,0.63590251862,0.0829920880855,-0.55,0.55,-4.27,1
1,1.0,1.021,36,0.449742536979,0.126923593444,-0.32,0.32,-2.49,1
1,1.0,2.797,36,0.615506360214,0.129893551314,-0.49,0.49,-3.42,1
1,1.0,5.217,36,0.784938427957,0.0890631152921,-0.70,0.70,-5.22,1
1,1.0,3.647,36,0.710305585095,0.0877283649774,-0.62,0.62,-4.67,1
-1,0.0,-3.834,29,0.435330398245,0.391261165311,-0.04,0.04,-0.26,-1
-1,0.0,-0.651,29,0.15716485385,0.657257108442,0.50,0.50,3.36,-1
-1,0.001,0.561,33,0.124826563143,0.644306973192,0.52,0.52,3.67,-1
-1,0.695,0.077,31,0.296609150037,0.417320820194,0.12,0.12,0.76,-1
-1,0.008,-0.036,28,0.653279641618,0.131751197819,-0.52,0.52,-3.63,-1
-1,0.0,-0.807,35,0.714501630214,0.0475729955077,-0.67,0.67,-5.65,-1
-1,0.907,0.789,34,0.844348461937,0.00530455178313,-0.84,0.84,-9.99,-1
1,1.0,2.506,33,0.844863671622,0.00849192132318,-0.84,0.84,-9.31,1
1,0.942,2.299,29,0.731242600106,0.0857139233854,-0.65,0.65,-4.86,1
1,1.0,2.734,34,0.861758680956,0.110144735587,-0.75,0.75,-5.65,1
1,1.0,4.458,35,0.893954857545,0.0512100232241,-0.84,0.84,-7.29,1
1,1.0,1.411,35,0.822505590011,0.0395848028814,-0.78,0.78,-6.81,1
1,0.949,-0.572,35,0.310817299761,0.145738698073,-0.17,0.17,-1.40,1
1,1.0,2.443,35,0.592917507569,0.123415323222,-0.47,0.47,-3.37,1
1,1.0,2.584,30,0.84911555054,0.0536115901574,-0.80,0.80,-6.63,1
1,0.996,1.738,30,0.728760597062,0.142057979269,-0.59,0.59,-4.02,1
-1,0.005,-0.093,31,0.532368159418,0.106293621515,-0.43,0.43,-3.26,-1
1,0.986,3.523,37,0.989258110614,0.00303504204861,-0.99,0.99,-14.88,1
1,1.0,4.969,45,0.763562727403,0.0668549454407,-0.70,0.70,-5.49,1
1,1.0,2.418,45,0.651778825043,0.120048434116,-0.53,0.53,-3.78,1
-1,0.0,-0.194,28,0.231957758343,0.56646499054,0.33,0.33,2.11,-1
-1,0.0,-1.528,30,0.160511449903,0.619111433927,0.46,0.46,3.09,-1
-1,0.635,0.771,33,0.751848829381,0.0452066987812,-0.71,0.71,-6.00,-1
1,1.0,3.742,36,0.737057036273,0.0837624887493,-0.65,0.65,-4.94,1
1,1.0,4.511,36,0.759321505778,0.107774952401,-0.65,0.65,-4.71,1
1,1.0,3.01,36,0.084556105038,0.0807723964433,-0.00,0.00,-0.07,1
-1,0.0,-0.239,28,0.281616236031,0.628235614847,0.35,0.35,2.11,-1
-1,0.048,-0.418,29,0.34336543184,0.283727786135,-0.06,0.06,-0.40,-1
1,1.0,4.698,38,0.946267481402,0.0134710815303,-0.93,0.93,-10.33,1
-1,0.0,0.27,28,0.732516069828,0.0871076995556,-0.65,0.65,-4.84,-1
1,0.961,1.06,41,0.567848852742,0.108065257308,-0.46,0.46,-3.44,1
-1,0.0,-0.024,20,0.0529869299796,0.149796136393,0.10,0.10,1.65,-1
1,1.0,2.873,39,0.920967989108,0.00619353049668,-0.91,0.91,-10.87,1
1,1.0,5.577,40,0.819238523537,0.0567494110868,-0.76,0.76,-6.24,1
1,0.741,0.886,28,0.58805782152,0.0729311086893,-0.52,0.52,-4.18,1
1,0.0,-1.308,28,0.220943116941,0.232517450699,0.01,0.01,0.10,1
-1,0.003,-0.898,16,0.280789500194,0.0779303344082,-0.20,0.20,-2.21,-1
-1,0.0,-0.797,16,0.182037967687,0.201892480105,0.02,0.02,0.18,-1
-1,0.0,-0.578,17,0.52373471078,0.100125588095,-0.42,0.42,-3.30,-1
1,0.996,0.313,42,0.688506858054,0.303031051053,-0.39,0.39,-2.35,1
-1,0.0,-0.724,21,0.385536271851,0.599229868934,0.21,0.21,1.25,-1
-1,0.0,-1.419,22,0.472215419627,0.17316852945,-0.30,0.30,-2.09,-1
-1,0.776,1.893,20,0.935541287583,0.037469425446,-0.90,0.90,-8.54,-1
-1,1.0,1.212,27,0.81476137502,0.0391274896077,-0.78,0.78,-6.76,-1
1,1.0,3.605,32,0.840641490023,0.0744178088145,-0.77,0.77,-6.04,1
1,0.082,0.339,33,0.682740795656,0.208847700165,-0.47,0.47,-3.03,1
1,0.048,0.335,31,0.609059082731,0.138586583092,-0.47,0.47,-3.28,1
1,0.0,-1.567,25,0.283447034622,0.236631784006,-0.05,0.05,-0.35,1
-1,0.0,-0.079,31,0.78100010086,0.149142955517,-0.63,0.63,-4.35,-1
1,1.0,3.346,41,0.592680387993,0.180062727984,-0.41,0.41,-2.73,1
-1,0.996,1.02,40,0.0610776056274,0.736231994502,0.68,0.68,5.42,-1
-1,0.998,0.965,30,0.0830543554989,0.817078586207,0.73,0.73,5.62,-1
-1,0.983,1.361,32,0.42072746772,0.0987296472738,-0.32,0.32,-2.73,-1
1,0.084,-0.263,32,0.29735457412,0.130071627434,-0.17,0.17,-1.50,1
-1,0.004,1.177,31,0.806880258729,0.0569592032422,-0.75,0.75,-6.11,-1
-1,0.406,0.566,38,0.634365495073,0.186838625488,-0.45,0.45,-2.92,-1
1,0.041,-0.194,39,0.510512579578,0.232931700334,-0.28,0.28,-1.78,1
1,1.0,4.24,39,0.550053353003,0.0876362985375,-0.46,0.46,-3.67,1
1,1.0,3.834,39,0.814313379473,0.172111974406,-0.64,0.64,-4.40,1
-1,0.0,-2.118,19,0.299973842438,0.185969983002,-0.11,0.11,-0.91,-1
-1,0.0,-0.065,28,0.354059606528,0.398009263039,0.04,0.04,0.27,-1
-1,0.002,-0.192,28,0.438541864352,0.189455710397,-0.25,0.25,-1.74,-1
-1,0.821,0.176,31,0.54662624043,0.101538219965,-0.45,0.45,-3.42,-1
-1,1.0,3.251,42,0.860398177321,0.0738514231036,-0.79,0.79,-6.27,-1
-1,0.002,-0.08,20,0.411671326178,0.197234875303,-0.21,0.21,-1.51,-1
-1,0.003,-0.074,24,0.389251350026,0.0182490911535,-0.37,0.37,-5.10,-1
-1,0.001,0.174,10,0.634974778358,0.0382749363655,-0.60,0.60,-5.45,-1
-1,0.0,-0.458,17,0.113913031877,0.411087167746,0.30,0.30,2.44,-1
-1,0.002,0.179,30,0.185110932218,0.536950160375,0.35,0.35,2.35,-1
-1,0.904,0.162,7,0.638840796758,0.0383155293085,-0.60,0.60,-5.47,-1
-1,0.021,0.496,35,0.139388539095,0.844238703771,0.70,0.70,5.06,-1
1,1.0,1.394,37,0.869297382452,0.00938127122588,-0.86,0.86,-9.46,1
1,0.999,1.862,37,0.81742183129,0.017568636213,-0.80,0.80,-7.97,1
1,0.899,0.449,37,0.722288958953,0.0127259762555,-0.71,0.71,-7.66,1
-1,0.0,-0.23,31,0.585025408126,0.220669317267,-0.36,0.36,-2.32,-1
-1,0.0,-0.111,30,0.19015799495,0.698611839002,0.51,0.51,3.30,-1
-1,0.0,0.818,35,0.833217971981,0.128915258672,-0.70,0.70,-5.08,-1
-1,0.0,-0.045,37,0.453558963108,0.016656912226,-0.44,0.44,-5.61,-1
-1,0.978,0.662,30,0.677795268843,0.141964251937,-0.54,0.54,-3.67,-1
1,1.0,2.409,28,0.70264745461,0.0922908754398,-0.61,0.61,-4.54,1
1,1.0,2.291,28,0.656751215262,0.129200476443,-0.53,0.53,-3.69,1
1,1.0,2.308,28,0.675319072363,0.100068532772,-0.58,0.58,-4.23,1
-1,0.678,3.305,31,0.992250185867,0.00418361321637,-0.99,0.99,-14.90,-1
1,1.0,5.164,38,0.851794481626,0.0361170581615,-0.82,0.82,-7.26,1
1,1.0,3.408,35,0.853030479506,0.0352616255944,-0.82,0.82,-7.31,1
1,0.999,1.268,36,0.554077893574,0.17817661527,-0.38,0.38,-2.52,1
1,1.0,0.566,29,0.461552256314,0.148052253995,-0.31,0.31,-2.30,1
1,1.0,3.127,29,0.546779317207,0.179152120294,-0.37,0.37,-2.47,1
1,1.0,3.697,33,0.838601211145,0.0623656896612,-0.78,0.78,-6.29,1
-1,0.001,0.245,44,0.253297649887,0.425734230273,0.17,0.17,1.13,-1
1,1.0,2.408,39,0.791076976916,0.034995002969,-0.76,0.76,-6.71,1
1,0.974,0.618,38,0.521805690928,0.371042005653,-0.15,0.15,-0.89,1
1,1.0,1.957,38,0.705153337373,0.0352651519333,-0.67,0.67,-6.03,1
1,1.0,3.431,36,0.643624369644,0.0104463776189,-0.63,0.63,-7.42,1
1,0.044,0.348,28,0.455385939903,0.237359359841,-0.22,0.22,-1.43,1
-1,0.482,0.459,29,0.578845312683,0.194129464444,-0.38,0.38,-2.51,-1
-1,0.316,1.442,34,0.746096746642,0.116941671814,-0.63,0.63,-4.47,-1
-1,0.098,0.313,34,0.721949562906,0.0410998831726,-0.68,0.68,-5.92,-1
-1,0.972,1.8,32,0.892302569896,0.0935742537603,-0.80,0.80,-6.33,-1
-1,1.0,1.075,32,0.389084007926,0.26943448945,-0.12,0.12,-0.79,-1
-1,0.004,1.02,37,0.0860015465286,0.845971168283,0.76,0.76,5.87,-1
-1,0.014,0.703,29,0.0742000837577,0.732179189924,0.66,0.66,5.09,-1
-1,0.063,0.358,22,0.478494769109,0.265160493625,-0.21,0.21,-1.35,-1
1,1.0,2.995,31,0.615463276277,0.10902151837,-0.51,0.51,-3.71,1
-1,0.0,-0.034,34,0.6136135171,0.125017693962,-0.49,0.49,-3.47,-1
-1,1.0,2.148,33,0.741070141701,0.25045650657,-0.49,0.49,-3.10,-1
-1,0.0,0.034,31,0.173975638185,0.352882548927,0.18,0.18,1.37,-1
1,0.998,2.26,31,0.783268288435,0.0877625857123,-0.70,0.70,-5.23,1
1,0.346,0.244,31,0.686300294469,0.080693278269,-0.61,0.61,-4.64,1
1,0.302,2.611,30,0.739123687937,0.115789661125,-0.62,0.62,-4.44,1
1,1.0,2.611,30,0.797813833582,0.0847347067782,-0.71,0.71,-5.41,1
1,1.0,3.474,36,0.935653559274,0.0059828992745,-0.93,0.93,-11.24,1
-1,0.045,0.469,32,0.602787830935,0.132393067119,-0.47,0.47,-3.31,-1
-1,0.812,-0.129,31,0.19896825293,0.542628692772,0.34,0.34,2.26,-1
-1,0.814,1.092,34,0.542786077913,0.116729031532,-0.43,0.43,-3.17,-1
-1,0.001,0.55,24,0.779088992677,0.095554357972,-0.68,0.68,-5.06,-1
-1,0.0,0.491,25,0.696317182831,0.0716272278549,-0.62,0.62,-4.89,-1
1,1.0,2.634,30,0.854669871339,0.051696251755,-0.80,0.80,-6.75,1
-1,0.0,-2.951,31,0.16666991157,0.311221625005,0.14,0.14,1.18,-1
1,1.0,1.537,40,0.685024962348,0.0982608108686,-0.59,0.59,-4.32,1
-1,1.0,4.086,27,0.969087860395,0.00778933335331,-0.96,0.96,-11.96,-1
-1,0.0,0.06,25,0.559999157342,0.164849886165,-0.40,0.40,-2.69,-1
-1,0.001,0.911,21,0.962924761038,0.00792407250609,-0.96,0.96,-11.67,-1
1,1.0,4.487,38,0.773538373489,0.0800919443402,-0.69,0.69,-5.29,1
-1,1.0,3.515,21,0.987232208746,0.00687365012612,-0.98,0.98,-13.45,-1
-1,0.0,0.128,29,0.615820348518,0.177013372219,-0.44,0.44,-2.90,-1
1,1.0,4.375,31,0.956446906256,0.0113762207639,-0.95,0.95,-10.90,1
1,1.0,4.375,31,0.944726321794,0.0273756868705,-0.92,0.92,-9.25,1
1,1.0,3.613,31,0.945151544306,0.0251987723984,-0.92,0.92,-9.38,1
1,0.101,0.134,32,0.680341772812,0.141363597795,-0.54,0.54,-3.69,1
1,0.014,0.387,32,0.122902981886,0.154605278571,0.03,0.03,0.38,1
1,0.98,3.148,32,0.914342546854,0.00709872562842,-0.91,0.91,-10.54,1
-1,0.0,0.382,40,0.44377837348,0.347896589492,-0.10,0.10,-0.58,-1
-1,0.965,1.449,35,0.926575265669,0.0684097445719,-0.86,0.86,-7.42,-1
-1,0.135,0.444,16,0.903716114989,0.0743820968378,-0.83,0.83,-6.87,-1
-1,1.0,5.311,34,0.844914364963,0.0684090604778,-0.78,0.78,-6.21,-1
1,1.0,5.103,43,0.786148164394,0.0756165578952,-0.71,0.71,-5.49,1
-1,0.0,-0.899,19,0.305342860791,0.27343536786,-0.03,0.03,-0.22,-1
-1,1.0,2.445,44,0.671440415761,0.275430486453,-0.40,0.40,-2.43,-1
-1,0.002,-1.187,27,0.281199752276,0.356667965005,0.08,0.08,0.50,-1
-1,0.028,1.128,29,0.849404298912,0.090837780056,-0.76,0.76,-5.82,-1
1,0.992,0.238,41,0.470574966011,0.114167341388,-0.36,0.36,-2.79,1
1,1.0,1.074,44,0.367188477531,0.12960161937,-0.24,0.24,-1.96,1
1,0.997,4.532,37,0.828888195209,0.0606218433217,-0.77,0.77,-6.23,1
1,0.989,0.571,37,0.398841972277,0.187497456312,-0.21,0.21,-1.52,1
1,0.999,1.488,40,0.480792257144,0.13799470005,-0.34,0.34,-2.53,1
-1,0.998,0.204,34,0.406760792393,0.278825260451,-0.13,0.13,-0.83,-1
-1,1.0,2.413,36,0.835679594105,0.156349717801,-0.68,0.68,-4.78,-1
-1,0.998,0.68,29,0.635629139317,0.165547022608,-0.47,0.47,-3.14,-1
-1,0.994,5.07,38,0.953229105222,0.0243447270782,-0.93,0.93,-9.67,-1
-1,0.0,-1.094,37,0.191386564185,0.173919974888,-0.02,0.02,-0.17,-1
1,0.0,-2.143,34,0.329153852746,0.0609068275325,-0.27,0.27,-2.92,1
-1,0.783,-0.219,25,0.130589038176,0.601457140783,0.47,0.47,3.33,-1
-1,0.862,-0.868,30,0.281340387308,0.181839654402,-0.10,0.10,-0.82,-1
-1,0.005,0.935,28,0.789180668652,0.0947853895755,-0.69,0.69,-5.16,-1
-1,1.0,0.748,33,0.172779338263,0.528221275859,0.36,0.36,2.42,-1
1,1.0,6.157,42,0.716010820289,0.124847785462,-0.59,0.59,-4.14,1
1,1.0,5.085,42,0.695051038099,0.118338040511,-0.58,0.58,-4.09,1
-1,0.961,1.03,29,0.492574283649,0.171927913083,-0.32,0.32,-2.23,-1
-1,0.503,1.125,25,0.0663613812088,0.794986615753,0.73,0.73,5.77,-1
1,0.998,2.676,28,0.846580486853,0.0386476232507,-0.81,0.81,-7.10,1
1,1.0,5.4,36,0.935017531128,0.0328701607776,-0.90,0.90,-8.73,1
1,1.0,5.594,38,0.697062640965,0.132190660607,-0.56,0.56,-3.92,1
1,0.998,1.154,38,0.522484479443,0.166786621351,-0.36,0.36,-2.45,1
1,1.0,2.521,42,0.771931085831,0.083990632854,-0.69,0.69,-5.21,1
-1,1.0,4.32,31,0.932468414395,0.0333382464174,-0.90,0.90,-8.65,-1
1,1.0,4.886,44,0.71483037657,0.082335740056,-0.63,0.63,-4.80,1
-1,0.001,0.208,16,0.11555715765,0.786737996676,0.67,0.67,4.82,-1
-1,0.982,0.809,22,0.644171682934,0.170561388024,-0.47,0.47,-3.14,-1
-1,1.0,4.769,24,0.902848963818,0.0465629555158,-0.86,0.86,-7.57,-1
-1,0.0,-2.351,30,0.54852632823,0.0946849702942,-0.45,0.45,-3.54,-1
-1,0.097,-0.849,30,0.363291404335,0.263318750914,-0.10,0.10,-0.67,-1
1,0.985,5.547,41,0.899073940856,0.0480804321813,-0.85,0.85,-7.46,1
1,1.0,5.547,41,0.899073940856,0.0480804321813,-0.85,0.85,-7.46,1
1,1.0,3.931,41,0.789780673933,0.0516161846328,-0.74,0.74,-6.11,1
1,1.0,1.922,41,0.544035922663,0.0916278513022,-0.45,0.45,-3.56,1
-1,0.996,1.199,28,0.631953160952,0.134334811774,-0.50,0.50,-3.47,-1
1,1.0,2.388,29,0.977350441355,0.00607453400314,-0.97,0.97,-12.79,1
-1,0.0,-0.074,26,0.303003779486,0.43109792953,0.13,0.13,0.80,-1
1,0.009,1.003,31,0.899433642367,0.0131179992931,-0.89,0.89,-9.39,1
1,0.001,0.053,31,0.666363474371,0.191306198706,-0.48,0.48,-3.08,1
1,0.999,3.1,32,0.988852597924,0.00340701069903,-0.99,0.99,-14.66,1
1,1.0,3.712,32,0.992885429242,0.00145542110644,-0.99,0.99,-16.55,1
